,age,job,marital,default,balance
8655,37,Others,married,0,49.0
8656,40,Others,married,0,280.0
8657,35,Others,married,0,-461.0
8659,27,Others,single,0,3955.0
8660,39,Others,married,0,-233.0
8661,31,Others,single,0,1626.0
8662,40,Others,married,0,1103.0
8664,36,Others,single,0,-175.0
8665,46,Others,married,0,-3.0
8666,36,Others,married,0,0.0
8667,38,Others,married,0,3918.0
8668,44,Others,married,0,284.0
8669,40,Others,married,0,4577.0
8670,37,Others,single,0,876.0
8671,40,Others,married,0,3754.0
8672,41,Others,married,0,128.0
8675,21,Others,single,0,243.0
8676,40,Others,married,0,3571.0
8677,39,Others,married,0,130.0
8678,30,Others,married,0,-529.0
8679,28,Others,single,0,1636.0
8680,40,Others,married,0,12180.0
8681,50,Others,married,0,297.0
8682,32,Others,single,0,413.0
8683,44,Others,single,0,285.0
8684,47,Others,married,0,19.0
8685,45,Others,married,0,44.0
8687,40,Others,married,0,79.0
8688,45,Others,married,0,226.0
8689,31,Others,single,0,2388.0
8690,30,admin.,single,0,98.0
8691,40,Others,married,0,48.0
8692,31,Others,married,0,255.0
8693,40,Others,married,0,2.0
8694,47,Others,married,0,643.0
8695,42,Others,married,0,13410.0
8696,40,admin.,married,0,0.0
8698,47,Others,married,0,2946.0
8699,37,Others,married,0,21.0
8700,40,Others,married,0,1212.0
8701,40,Others,married,0,2183.0
8702,33,Others,married,0,135.0
8703,29,Others,married,0,5903.0
8705,40,Others,married,0,303.0
8706,41,Others,single,0,7264.0
8707,42,Others,married,0,0.0
8708,40,admin.,married,0,204.0
8710,33,Others,single,0,-27.0
8711,44,Others,single,0,287.0
8712,40,Others,married,0,800.0
8713,35,Others,single,0,4645.0
8714,47,Others,married,0,1481.0
8715,40,admin.,married,0,1575.0
8716,31,Others,single,0,5691.0
8717,40,Others,married,0,294.0
8718,40,Others,married,0,154.0
8719,41,Others,single,0,3950.0
8720,46,Others,married,0,624.0
8723,31,Others,married,0,1131.0
8724,49,Others,married,0,322.0
8725,37,Others,married,0,0.0
8726,41,Others,single,0,-89.0
8727,42,Others,married,0,3.0
8728,34,Others,single,0,1313.0
8729,40,Others,married,0,462.0
8730,49,Others,married,1,11.0
8731,40,Others,married,0,3163.0
8732,26,Others,single,0,2.0
8733,43,Others,married,0,3157.0
8734,35,Others,single,0,4348.0
8735,43,Others,married,0,-391.0
8736,40,Others,married,0,7816.0
8737,29,Others,single,0,5763.0
8738,42,Others,married,0,240.0
8739,40,Others,married,0,508.0
8740,39,Others,married,0,2.0
8741,39,Others,married,0,1654.0
8742,44,Others,married,0,860.0
8743,30,admin.,single,0,154.0
8744,32,admin.,married,0,281.0
8745,40,Others,married,0,427.0
8746,40,Others,married,0,467.0
8747,24,Others,single,0,91.0
8748,41,Others,married,0,1319.0
8749,39,admin.,married,0,259.0
8750,40,Others,married,0,-488.0
8751,28,Others,single,0,60.0
8752,40,Others,married,0,405.0
8753,33,Others,married,0,177.0
8754,41,Others,married,0,-412.0
8755,32,Others,married,0,282.0
8756,50,Others,married,0,6181.0
8757,28,Others,single,0,373.0
8758,36,Others,married,0,-92.0
8759,36,Others,married,0,49.0
8760,40,Others,married,0,0.0
8761,40,admin.,married,0,-283.0
8762,34,Others,single,0,1313.0
8763,35,admin.,single,0,2452.0
8764,40,Others,married,0,517.0
8765,49,Others,married,0,350.0
8766,40,Others,married,0,1623.0
8767,44,Others,single,0,-435.0
8768,40,Others,married,0,333.0
8769,36,Others,married,0,3770.0
8771,25,admin.,single,0,483.0
8772,26,Others,single,0,2170.0
8773,33,Others,single,0,541.0
8774,33,admin.,married,0,205.0
8775,29,Others,single,0,2269.0
8778,25,admin.,married,0,894.0
8779,40,Others,married,0,-12.0
8780,50,Others,married,0,0.0
8781,48,Others,married,0,5154.0
8782,32,admin.,single,0,-32.0
8783,45,Others,single,0,999.0
8784,32,Others,married,0,24.0
8785,34,Others,married,0,0.0
8786,40,Others,married,0,771.0
8787,49,Others,single,0,1350.0
8788,40,admin.,married,0,19.0
8789,44,Others,single,0,709.0
8790,35,Others,single,0,2040.0
8791,31,Others,married,0,303.0
8792,34,Others,married,0,-311.0
8793,38,Others,single,0,690.0
8794,40,Others,married,0,2551.0
8795,49,Others,married,0,-142.0
8796,44,Others,married,0,-448.0
8797,33,admin.,married,0,99.0
8798,33,Others,single,0,18.0
8799,29,Others,single,0,37.0
8800,34,Others,married,0,3868.0
8802,34,admin.,married,0,260.0
8803,40,Others,married,1,67.0
8805,48,Others,married,0,1513.0
8806,36,Others,single,0,1044.0
8807,34,Others,married,0,113.0
8808,43,Others,married,0,245.0
8809,40,Others,married,0,505.0
8810,40,admin.,married,0,92.0
8811,40,Others,married,0,3685.0
8812,32,Others,married,0,1636.0
8813,35,Others,married,0,0.0
8814,33,Others,single,0,349.0
8815,40,Others,married,0,3067.0
8816,41,Others,married,0,338.0
8817,40,Others,married,0,282.0
8818,34,Others,single,0,1190.0
8819,40,Others,married,0,73.0
8820,30,Others,married,0,384.0
8821,40,Others,married,0,-388.0
8822,35,Others,married,0,354.0
8823,37,admin.,single,0,192.0
8824,32,Others,single,0,70.0
8825,33,Others,married,0,22.0
8826,48,Others,married,0,335.0
8828,35,Others,single,0,592.0
8829,32,Others,single,0,1271.0
8830,30,Others,single,0,48.0
8831,46,Others,married,0,0.0
8832,27,Others,single,0,4869.0
8833,40,Others,married,0,737.0
8834,40,Others,married,0,83.0
8835,28,admin.,single,0,1104.0
8836,27,admin.,single,0,5.0
8837,31,Others,single,0,23.0
8838,28,Others,married,0,1137.0
8839,27,Others,single,0,181.0
8841,41,Others,married,0,871.0
8842,30,Others,single,0,1824.0
8843,40,Others,single,0,4.0
8844,35,admin.,married,0,421.0
8845,37,Others,single,0,561.0
8846,37,Others,married,0,1498.0
8848,38,Others,married,0,0.0
8850,43,Others,married,0,7876.0
8851,35,Others,single,0,0.0
8852,40,Others,married,0,192.0
8853,42,Others,married,0,803.0
8854,40,Others,married,0,1694.0
8855,46,Others,married,0,5559.0
8857,40,Others,married,0,174.0
8858,24,Others,single,0,931.0
8859,31,Others,married,0,95.0
8860,41,Others,married,0,0.0
8861,34,Others,single,0,4367.0
8862,31,Others,married,0,68.0
8863,31,Others,single,0,1308.0
8865,38,Others,married,0,-40.0
8866,31,Others,married,0,0.0
8867,34,admin.,married,0,-312.0
8868,22,Others,single,0,549.0
8869,40,Others,married,0,8837.0
8870,28,Others,married,0,1020.0
8871,31,admin.,married,0,3540.0
8872,32,Others,married,0,663.0
8873,40,Others,married,0,2590.0
8874,40,Others,married,0,4982.0
8875,29,Others,married,0,6.0
8876,34,Others,married,0,118.0
8878,45,Others,married,0,-221.0
8879,40,Others,married,0,2596.0
8880,34,Others,married,0,467.0
8883,50,Others,married,0,797.0
8884,40,Others,married,0,476.0
8885,48,Others,married,0,558.0
8886,40,Others,married,0,162.0
8887,27,Others,single,0,1842.0
8888,46,Others,married,0,2348.0
8889,40,Others,married,0,11.0
8890,36,Others,married,0,2103.0
8891,31,Others,single,0,967.0
8892,40,Others,married,0,116.0
8894,29,Others,married,0,1386.0
8896,37,admin.,married,0,0.0
8897,40,Others,married,0,90.0
8898,40,Others,married,0,37.0
8899,33,admin.,married,0,7.0
8900,38,Others,married,0,676.0
8901,28,Others,single,0,3817.0
8902,28,admin.,single,0,144.0
8903,37,Others,single,0,230.0
8904,27,Others,single,1,0.0
8905,36,Others,married,0,1109.0
8906,40,Others,married,0,2925.0
8907,26,Others,single,0,397.0
8908,40,Others,single,0,865.0
8909,31,Others,single,0,816.0
8910,40,Others,married,0,396.0
8912,27,Others,married,0,241.0
8913,32,Others,married,0,243.0
8914,42,Others,married,0,233.0
8915,43,Others,married,0,43.0
8916,40,Others,married,0,290.0
8917,30,Others,single,0,101.0
8920,40,Others,married,0,1410.0
8921,33,Others,married,0,1234.0
8922,38,Others,married,0,2767.0
8923,33,Others,single,0,5969.0
8925,32,Others,single,0,1036.0
8926,42,Others,married,0,9324.0
8927,41,Others,married,0,1043.0
8928,35,Others,married,0,1473.0
8929,48,Others,married,0,183.0
8930,24,Others,single,0,86.0
8931,40,Others,married,0,0.0
8932,45,Others,married,0,2388.0
8934,46,Others,married,0,385.0
8935,38,Others,married,0,4.0
8936,30,Others,single,0,119.0
8937,40,Others,married,0,0.0
8940,33,Others,single,0,1724.0
8941,40,Others,married,0,0.0
8942,49,Others,married,0,503.0
8943,40,Others,single,0,68.0
8945,26,Others,single,0,192.0
8946,41,Others,married,0,15.0
8947,41,Others,married,0,2157.0
8948,39,Others,married,0,3494.0
8949,27,Others,married,0,275.0
8950,47,Others,married,0,318.0
8951,40,Others,married,0,350.0
8952,37,Others,married,0,588.0
8953,38,Others,married,0,2008.0
8954,42,Others,single,0,35.0
8955,41,Others,married,0,2152.0
8956,46,Others,married,0,122.0
8958,41,Others,single,0,1934.0
8959,40,Others,married,0,0.0
8960,40,Others,married,0,613.0
8961,40,Others,married,0,574.0
8962,28,Others,single,0,0.0
8963,45,admin.,single,0,341.0
8965,31,Others,single,0,1489.0
8966,46,Others,married,0,2911.0
8967,40,Others,married,0,1178.0
8968,37,admin.,married,0,96.0
8969,40,Others,married,0,4157.0
8970,31,Others,single,1,-575.0
8971,38,Others,married,0,3419.0
8972,39,Others,single,0,1104.0
8973,29,Others,married,0,57.0
8974,40,Others,married,0,343.0
8975,26,admin.,single,0,-326.0
8976,44,admin.,married,0,0.0
8977,27,Others,single,0,3104.0
8978,35,Others,married,0,648.0
8979,36,admin.,single,0,10041.0
8980,36,Others,single,1,-508.0
8981,24,Others,single,0,327.0
8982,33,Others,single,0,1150.0
8983,40,Others,single,0,1074.0
8984,45,Others,married,0,27.0
8985,37,Others,married,0,3720.0
8987,30,Others,single,0,7845.0
8988,37,Others,married,0,157.0
8989,34,Others,married,0,428.0
8990,28,Others,married,0,0.0
8991,44,Others,single,0,54.0
8992,34,Others,married,0,13.0
8993,40,Others,married,0,3230.0
8994,38,Others,single,0,1637.0
8995,32,admin.,single,0,6981.0
8996,39,Others,married,1,1.0
8999,32,Others,single,0,3014.0
9000,34,Others,single,0,920.0
9001,49,Others,married,0,735.0
9002,45,Others,married,0,1300.0
9003,24,admin.,married,0,541.0
9004,47,Others,married,0,0.0
9005,36,Others,married,0,1257.0
9006,25,Others,married,0,4522.0
9007,30,admin.,single,0,585.0
9008,29,Others,single,0,150.0
9009,27,Others,married,0,202.0
9010,40,admin.,married,0,2137.0
9012,43,Others,married,0,625.0
9013,35,Others,single,0,73.0
9014,38,Others,married,0,2656.0
9015,40,Others,married,0,3.0
9016,36,Others,married,0,0.0
9017,40,Others,married,0,95.0
9018,50,Others,married,0,106.0
9019,31,Others,married,0,477.0
9021,40,Others,married,0,28.0
9022,32,Others,single,0,1743.0
9023,40,Others,married,0,924.0
9024,30,admin.,single,0,457.0
9025,40,admin.,married,0,0.0
9026,50,admin.,married,0,736.0
9027,32,Others,married,0,0.0
9028,36,admin.,single,0,787.0
9029,40,admin.,married,0,-396.0
9030,48,Others,married,0,1573.0
9031,40,Others,married,0,0.0
9032,46,Others,married,0,524.0
9033,45,Others,married,0,1558.0
9034,50,admin.,married,0,159.0
9035,29,Others,married,1,53.0
9036,40,Others,single,0,838.0
9037,49,Others,married,0,3144.0
9038,42,Others,married,0,737.0
9039,43,Others,married,0,4056.0
9040,36,admin.,married,0,162.0
9041,37,Others,married,0,0.0
9043,40,Others,married,0,3324.0
9044,40,Others,married,0,2895.0
9045,40,Others,married,0,0.0
9046,40,Others,married,0,11254.0
9047,30,Others,married,0,-280.0
9048,44,Others,married,0,808.0
9049,40,Others,married,0,0.0
9050,30,Others,married,0,246.0
9051,42,Others,married,0,-972.0
9052,48,Others,married,0,750.0
9053,40,Others,married,0,2430.0
9054,36,Others,married,0,-179.0
9055,40,admin.,married,0,1412.0
9056,47,Others,married,1,-1531.0
9057,39,Others,married,0,51.0
9058,41,Others,married,0,88.0
9059,42,Others,married,0,-209.0
9060,50,Others,single,0,799.0
9061,40,Others,married,0,4048.0
9062,40,Others,married,0,1310.0
9063,29,Others,single,0,573.0
9064,40,Others,married,0,6798.0
9065,32,Others,married,0,1214.0
9066,39,Others,single,0,75.0
9068,47,Others,married,0,2246.0
9070,34,Others,married,0,883.0
9071,36,Others,married,0,1503.0
9072,40,Others,married,0,-322.0
9073,34,Others,married,0,1301.0
9074,40,Others,married,0,950.0
9075,36,Others,married,0,2326.0
9076,34,Others,married,0,-78.0
9079,35,Others,married,0,4564.0
9080,33,Others,married,0,387.0
9081,42,Others,married,0,1865.0
9082,31,Others,single,0,4105.0
9083,40,Others,married,0,258.0
9084,40,Others,married,0,19.0
9085,30,Others,single,0,3773.0
9086,30,Others,married,0,1808.0
9088,50,admin.,single,0,3702.0
9089,40,Others,married,0,163.0
9090,27,Others,single,0,-151.0
9091,25,Others,single,0,1602.0
9092,37,admin.,married,0,1314.0
9093,36,Others,married,0,84.0
9094,40,Others,married,0,1906.0
9095,40,Others,married,0,291.0
9097,30,Others,married,0,207.0
9098,31,Others,single,0,518.0
9099,40,Others,married,0,241.0
9100,28,admin.,single,0,-126.0
9101,44,Others,single,0,421.0
9102,28,Others,single,0,38.0
9103,25,Others,single,0,800.0
9105,32,Others,married,0,1477.0
9106,42,Others,married,0,160.0
9107,31,Others,single,0,4415.0
9109,30,admin.,married,0,590.0
9110,50,Others,married,0,778.0
9111,50,Others,married,0,19.0
9112,47,Others,married,1,0.0
9113,29,Others,married,0,-28.0
9114,34,Others,married,0,3119.0
9115,40,Others,married,0,122.0
9116,43,admin.,married,0,0.0
9117,47,Others,married,0,4157.0
9118,40,Others,married,0,102.0
9119,35,Others,married,0,437.0
9120,32,Others,married,0,1.0
9121,49,Others,married,1,-354.0
9122,39,Others,single,0,1234.0
9123,32,Others,married,0,901.0
9124,49,Others,married,0,247.0
9125,32,Others,single,0,180.0
9126,47,Others,married,0,274.0
9127,42,Others,single,0,92.0
9128,40,admin.,married,0,813.0
9129,31,Others,single,0,1170.0
9131,38,Others,married,0,0.0
9132,40,Others,married,0,136.0
9133,40,Others,married,0,103.0
9134,31,admin.,married,0,23.0
9135,40,Others,married,0,2242.0
9136,46,Others,married,0,137.0
9137,49,admin.,married,0,1047.0
9138,34,Others,single,0,5731.0
9139,40,Others,married,0,2707.0
9140,41,Others,married,0,-329.0
9141,40,Others,married,0,158.0
9142,29,Others,single,0,219.0
9143,47,Others,married,0,2775.0
9144,37,Others,married,0,461.0
9145,38,Others,single,0,145.0
9146,29,Others,single,0,309.0
9147,41,Others,married,0,733.0
9148,40,Others,married,0,8417.0
9149,40,Others,single,0,1400.0
9151,34,Others,single,0,0.0
9152,28,Others,single,0,9710.0
9153,41,Others,married,0,1377.0
9154,32,Others,married,0,881.0
9155,40,Others,married,0,0.0
9156,33,Others,married,0,285.0
9157,34,Others,single,0,550.0
9158,26,Others,married,0,285.0
9159,31,Others,married,0,-360.0
9160,39,Others,married,0,0.0
9161,50,Others,married,1,72.0
9162,33,Others,married,0,930.0
9163,44,Others,married,0,717.0
9164,38,Others,married,0,67.0
9165,33,Others,married,0,6227.0
9166,32,Others,single,0,5252.0
9167,33,Others,single,0,561.0
9168,40,Others,married,0,1393.0
9169,27,Others,married,0,-330.0
9171,21,Others,single,0,361.0
9172,40,Others,married,0,807.0
9173,29,Others,married,0,2305.0
9174,45,admin.,single,0,-11.0
9175,46,Others,single,0,2223.0
9176,47,admin.,married,0,29.0
9177,44,Others,single,0,1308.0
9178,43,Others,single,0,1337.0
9179,44,Others,married,0,17361.0
9180,40,Others,married,0,6.0
9182,27,Others,married,0,8.0
9184,29,admin.,married,0,0.0
9185,43,Others,married,0,1336.0
9186,34,Others,married,0,17672.0
9187,30,Others,single,1,35.0
9188,40,Others,married,0,705.0
9190,42,Others,married,0,4466.0
9191,40,Others,married,0,844.0
9192,30,Others,married,0,321.0
9193,41,Others,married,0,2781.0
9194,40,Others,married,0,34.0
9195,36,Others,married,0,29.0
9196,47,Others,single,0,2443.0
9198,33,Others,married,0,256.0
9200,34,Others,married,0,63.0
9201,40,Others,married,0,316.0
9202,39,Others,married,0,-119.0
9203,40,Others,single,0,6570.0
9204,36,Others,married,0,418.0
9205,46,Others,married,0,0.0
9206,31,admin.,married,0,8784.0
9207,31,Others,single,0,1970.0
9209,40,Others,married,0,643.0
9210,47,Others,married,0,304.0
9211,26,Others,single,0,1177.0
9212,29,Others,single,0,544.0
9213,38,Others,married,0,-498.0
9214,40,Others,married,0,0.0
9215,47,Others,married,0,209.0
9216,40,Others,married,0,665.0
9217,37,Others,married,0,310.0
9218,40,Others,married,0,2149.0
9219,49,Others,married,0,13818.0
9220,31,Others,married,0,526.0
9221,30,Others,single,0,-218.0
9223,40,Others,married,0,517.0
9224,33,admin.,single,0,61.0
9225,33,Others,married,0,0.0
9226,43,Others,married,0,514.0
9227,32,Others,married,0,365.0
9228,42,Others,married,0,480.0
9229,40,Others,single,0,717.0
9230,42,Others,married,0,24780.0
9231,37,admin.,married,0,1396.0
9232,31,Others,married,0,414.0
9234,33,admin.,married,0,0.0
9235,40,Others,married,1,1218.0
9237,31,Others,married,0,859.0
9238,33,Others,married,0,0.0
9239,33,Others,married,0,3868.0
9240,40,Others,married,0,232.0
9242,40,Others,married,0,29184.0
9243,36,Others,single,0,144.0
9244,27,Others,single,0,194.0
9245,32,Others,single,0,7641.0
9246,45,Others,married,0,351.0
9247,28,Others,single,0,150.0
9248,40,Others,married,0,1532.0
9249,37,Others,married,0,1549.0
9250,47,Others,married,0,1057.0
9251,35,Others,married,0,839.0
9253,41,admin.,single,0,4464.0
9254,35,Others,married,0,6.0
9255,26,Others,single,0,0.0
9257,36,Others,married,0,153.0
9258,46,Others,married,0,110.0
9259,30,Others,single,0,640.0
9260,44,Others,married,0,3060.0
9262,49,Others,married,0,1127.0
9263,40,Others,married,0,11.0
9264,40,Others,married,0,982.0
9265,28,Others,married,0,222.0
9267,40,Others,married,0,5010.0
9268,27,Others,single,0,468.0
9270,43,Others,married,0,2478.0
9272,30,Others,married,0,35.0
9273,48,Others,married,0,3304.0
9274,30,Others,married,0,0.0
9275,40,Others,married,0,237.0
9276,39,Others,single,0,0.0
9277,35,Others,single,0,-54.0
9278,41,Others,married,0,0.0
9279,32,Others,married,0,240.0
9280,48,Others,married,0,759.0
9281,40,Others,married,0,992.0
9282,43,Others,married,0,1379.0
9283,46,Others,married,0,8564.0
9284,40,Others,married,0,0.0
9285,29,Others,single,0,119.0
9286,31,Others,married,0,450.0
9287,36,admin.,married,0,746.0
9288,46,Others,single,0,2032.0
9289,37,Others,married,0,636.0
9290,48,Others,married,0,-938.0
9291,31,Others,single,0,2007.0
9293,39,Others,single,0,2887.0
9294,39,Others,married,0,1444.0
9295,40,Others,married,0,42.0
9296,40,Others,married,0,522.0
9297,32,Others,married,0,0.0
9298,37,Others,married,0,3884.0
9299,36,Others,married,0,472.0
9300,40,Others,married,0,2060.0
9301,25,Others,single,0,628.0
9302,50,Others,married,0,398.0
9303,40,Others,married,0,417.0
9304,40,Others,married,0,610.0
9305,49,Others,single,0,2585.0
9306,47,Others,married,0,321.0
9307,38,Others,married,0,0.0
9308,32,Others,single,1,4.0
9309,40,Others,single,0,29.0
9310,50,Others,married,0,892.0
9311,35,Others,single,0,0.0
9312,47,admin.,married,0,1387.0
9313,27,admin.,single,0,454.0
9314,48,Others,single,0,71.0
9315,40,Others,married,0,-35.0
9316,35,Others,married,0,2251.0
9317,39,Others,married,0,2460.0
9318,34,Others,married,0,34.0
9319,36,admin.,single,0,1281.0
9321,30,Others,married,0,141.0
9322,40,Others,married,0,500.0
9323,41,Others,married,0,1459.0
9324,35,admin.,married,0,-244.0
9325,40,Others,married,0,1356.0
9326,25,Others,single,0,-289.0
9327,34,Others,single,0,1396.0
9328,29,Others,single,0,9.0
9329,33,Others,married,0,70.0
9330,43,admin.,married,0,877.0
9331,47,Others,married,0,113.0
9332,35,admin.,single,0,368.0
9333,49,Others,married,0,89.0
9334,41,Others,married,0,450.0
9335,49,Others,married,0,463.0
9336,44,Others,married,0,1397.0
9337,32,Others,single,0,310.0
9338,27,Others,single,0,270.0
9339,40,Others,married,0,65.0
9340,40,admin.,married,0,865.0
9341,40,Others,married,0,7.0
9342,27,Others,single,0,145.0
9343,40,Others,married,0,327.0
9344,42,Others,married,0,429.0
9345,31,Others,married,0,1167.0
9346,30,Others,single,0,2995.0
9347,32,Others,single,0,974.0
9348,40,Others,married,0,784.0
9350,40,Others,married,0,0.0
9351,39,Others,married,0,211.0
9352,37,Others,married,0,342.0
9353,32,Others,married,0,628.0
9354,41,Others,married,0,0.0
9355,49,Others,married,0,769.0
9357,40,Others,married,0,1351.0
9358,40,Others,married,0,49.0
9359,33,Others,married,0,1082.0
9360,31,Others,single,0,5691.0
9363,46,admin.,married,0,0.0
9364,47,Others,married,0,2475.0
9365,42,Others,married,0,3717.0
9366,40,Others,married,0,288.0
9367,31,admin.,married,0,1130.0
9368,39,Others,married,0,2715.0
9369,40,Others,married,0,23.0
9370,29,Others,single,0,0.0
9371,32,Others,single,0,-84.0
9372,38,Others,married,0,290.0
9373,34,Others,single,0,36.0
9374,35,admin.,married,0,-488.0
9375,40,Others,married,0,-473.0
9376,42,Others,married,0,1272.0
9377,32,Others,married,0,0.0
9379,40,admin.,married,0,510.0
9380,36,Others,single,0,818.0
9381,49,Others,married,0,543.0
9382,48,Others,married,0,7867.0
9383,32,Others,single,0,1212.0
9384,35,Others,married,0,533.0
9385,48,Others,married,0,291.0
9386,40,Others,single,0,573.0
9387,40,Others,married,0,1279.0
9388,50,Others,married,0,280.0
9389,40,Others,married,0,574.0
9390,26,Others,single,0,658.0
9391,34,Others,married,0,2019.0
9392,45,Others,married,0,22815.0
9393,44,Others,married,0,887.0
9394,34,Others,married,0,303.0
9395,39,Others,single,0,326.0
9396,31,Others,single,0,453.0
9397,27,Others,single,1,0.0
9398,41,Others,married,0,4063.0
9399,45,Others,married,0,2403.0
9400,28,Others,single,0,123.0
9401,39,Others,married,0,270.0
9402,31,Others,single,0,424.0
9403,31,Others,married,0,1230.0
9404,31,admin.,single,0,387.0
9405,35,Others,single,0,744.0
9406,32,Others,single,0,696.0
9407,49,Others,married,0,4594.0
9408,42,Others,married,0,1002.0
9409,31,Others,single,0,-173.0
9410,35,Others,single,0,1239.0
9411,31,Others,single,0,354.0
9412,45,admin.,single,0,375.0
9413,24,Others,single,0,3.0
9415,36,Others,married,0,4515.0
9416,28,Others,single,0,727.0
9417,40,Others,married,0,3846.0
9418,27,Others,single,0,1128.0
9420,40,Others,single,0,27.0
9421,32,admin.,single,0,328.0
9422,41,admin.,married,0,0.0
9423,38,Others,single,0,-87.0
9424,35,admin.,single,0,2830.0
9425,31,Others,married,0,4.0
9426,47,Others,married,0,0.0
9427,41,admin.,married,0,80.0
9428,29,admin.,single,0,2768.0
9429,33,Others,married,0,5.0
9430,40,Others,married,0,553.0
9431,40,Others,married,0,-102.0
9432,40,Others,married,0,2079.0
9433,29,Others,married,0,1.0
9434,41,Others,married,0,598.0
9435,39,Others,married,0,34.0
9437,31,Others,married,0,292.0
9438,32,Others,married,0,144.0
9439,40,admin.,married,0,1113.0
9440,41,Others,married,0,121.0
9441,45,Others,married,0,904.0
9442,29,admin.,single,0,-498.0
9443,32,admin.,married,0,0.0
9444,35,Others,married,0,67.0
9445,40,Others,married,0,3967.0
9446,41,Others,married,0,305.0
9447,42,Others,married,0,260.0
9449,40,Others,married,0,0.0
9450,32,Others,single,0,72.0
9451,40,Others,single,0,145.0
9453,45,Others,married,0,7811.0
9454,40,Others,married,0,5744.0
9455,47,Others,married,0,673.0
9456,40,Others,single,0,602.0
9457,40,Others,married,0,9374.0
9458,37,Others,married,0,5016.0
9459,29,Others,married,0,508.0
9460,36,Others,married,0,156.0
9461,33,Others,married,0,0.0
9463,40,Others,married,0,7984.0
9464,33,Others,married,0,255.0
9465,36,admin.,married,0,211.0
9467,45,Others,married,0,-497.0
9468,40,Others,married,0,431.0
9470,40,Others,married,0,552.0
9471,31,Others,married,0,465.0
9472,34,Others,single,0,544.0
9473,40,Others,married,0,-636.0
9474,40,Others,married,0,7780.0
9475,40,Others,single,0,274.0
9476,33,Others,married,0,1148.0
9477,50,Others,married,0,67.0
9479,40,Others,married,0,1293.0
9480,45,admin.,married,0,111.0
9481,32,Others,married,0,937.0
9482,50,Others,married,0,605.0
9483,40,Others,married,0,1457.0
9484,38,Others,married,0,1617.0
9485,40,Others,married,0,29207.0
9486,31,Others,married,0,812.0
9487,40,Others,married,0,324.0
9488,26,admin.,single,0,1327.0
9489,30,admin.,married,0,482.0
9490,49,Others,married,0,134.0
9491,36,Others,married,0,347.0
9492,37,Others,married,0,1824.0
9494,36,Others,single,0,-38.0
9495,31,Others,married,0,581.0
9497,36,Others,married,0,0.0
9498,50,Others,married,0,1138.0
9499,40,Others,married,0,0.0
9500,39,Others,married,0,304.0
9501,31,Others,married,0,313.0
9502,49,Others,married,0,1898.0
9503,35,Others,married,0,142.0
9504,45,Others,married,0,4696.0
9505,30,Others,single,0,135.0
9506,47,Others,married,0,574.0
9507,37,Others,married,0,1322.0
9508,35,Others,married,0,703.0
9509,41,Others,single,0,0.0
9510,35,Others,married,0,1.0
9511,40,Others,married,0,55.0
9512,40,Others,married,0,786.0
9513,28,Others,married,0,22.0
9514,40,Others,married,0,890.0
9515,35,Others,married,0,451.0
9516,40,admin.,married,0,59.0
9517,31,Others,single,0,15.0
9518,32,Others,single,0,15341.0
9519,40,admin.,single,0,-273.0
9520,35,Others,married,1,28.0
9521,33,Others,married,0,58.0
9522,50,Others,married,0,103.0
9523,46,Others,single,0,244.0
9524,35,Others,married,0,0.0
9525,49,admin.,married,0,880.0
9527,33,Others,single,0,447.0
9528,37,Others,married,0,62.0
9529,30,Others,single,0,148.0
9530,34,admin.,single,0,79.0
9531,29,Others,single,0,9.0
9532,32,Others,married,0,578.0
9533,29,Others,married,0,-382.0
9534,50,Others,married,0,888.0
9535,40,Others,single,0,382.0
9536,30,Others,married,0,1390.0
9537,40,Others,married,0,-104.0
9538,39,Others,married,0,22.0
9540,40,Others,married,0,130.0
9541,38,admin.,single,0,77.0
9542,30,Others,single,0,1031.0
9544,40,Others,married,0,1063.0
9545,37,Others,married,0,0.0
9546,30,Others,married,0,282.0
9547,40,Others,married,0,1394.0
9548,27,Others,single,0,16.0
9549,35,Others,married,0,975.0
9550,47,admin.,married,0,12276.0
9551,29,Others,married,0,313.0
9552,40,admin.,married,0,1648.0
9553,43,admin.,single,0,6.0
9554,31,Others,married,0,1127.0
9555,40,Others,married,0,1070.0
9556,40,Others,married,0,1040.0
9557,40,Others,married,0,50.0
9558,32,Others,married,0,62.0
9559,42,Others,married,0,-755.0
9560,46,Others,married,0,4707.0
9561,30,Others,single,0,925.0
9563,39,Others,married,0,867.0
9564,31,Others,single,0,-201.0
9565,35,Others,married,0,120.0
9566,34,admin.,married,0,61.0
9568,40,Others,married,0,687.0
9569,38,Others,single,0,38.0
9570,29,Others,single,0,2806.0
9571,46,Others,married,0,-27.0
9572,48,Others,married,0,2498.0
9573,33,Others,married,0,390.0
9574,40,admin.,single,0,-423.0
9575,23,Others,single,0,1587.0
9576,37,Others,married,0,288.0
9577,40,Others,single,0,822.0
9579,37,Others,single,0,197.0
9580,28,Others,single,0,159.0
9581,39,Others,single,0,681.0
9583,38,Others,single,0,495.0
9584,40,Others,married,0,414.0
9586,26,Others,single,0,2572.0
9587,32,Others,married,0,320.0
9588,35,Others,single,0,304.0
9589,30,Others,single,0,1299.0
9590,37,Others,married,0,740.0
9591,36,Others,married,0,537.0
9592,34,admin.,single,0,1581.0
9593,28,Others,married,0,708.0
9594,37,Others,married,0,178.0
9595,31,Others,single,0,671.0
9596,34,Others,married,0,3.0
